id_livraison,id_commande,date_expedition,date_livraison,statut_livraison,transporteur
456,456,2023-12-13,2023-12-19,livrée,Dos Santos Barthelemy SARL
457,457,2024-01-10,2024-01-16,livrée,Jourdan
458,458,2020-04-06,2020-04-13,livrée,Lacombe Dumas S.A.S.
459,459,2022-08-18,2022-08-19,en attente,Lesage S.A.S.
460,460,2021-08-11,2021-08-15,en cours,Allard
461,461,2021-06-30,2021-07-04,livrée,Dupont Grégoire S.A.R.L.
462,462,2025-03-10,2025-03-12,en cours,Mace
463,463,2019-05-25,2019-06-01,en cours,Bousquet
464,464,2019-03-20,2019-03-24,livrée,Boyer
465,465,2020-10-09,2020-10-10,livrée,Besnard
466,466,2021-03-09,2021-03-16,en attente,Pires
467,467,2023-06-16,2023-06-19,en cours,Daniel
468,468,2020-07-08,2020-07-09,livrée,Maillard Roger SA
469,469,2024-05-09,2024-05-14,en cours,Barbier
470,470,2024-05-01,2024-05-08,en cours,Gaudin S.A.
471,471,2019-12-18,2019-12-25,en cours,Lacroix Pereira et Fils
472,472,2024-10-29,2024-11-02,en attente,Delattre Clément S.A.
473,473,2019-01-04,2019-01-10,livrée,Arnaud
474,474,2019-05-23,2019-05-26,en cours,De Sousa
475,475,2022-05-31,2022-06-01,en attente,Vaillant
476,476,2020-11-15,2020-11-22,en attente,Leconte
477,477,2022-02-24,2022-03-02,livrée,Baudry
478,478,2021-11-26,2021-11-27,livrée,Maillard
479,479,2025-04-08,2025-04-14,en attente,Dumont
480,480,2025-03-19,2025-03-22,livrée,Brunet
481,481,2020-04-21,2020-04-24,en cours,Seguin SA
482,482,2024-04-14,2024-04-15,en cours,Lucas Vallée SA
483,483,2023-02-17,2023-02-23,en attente,Bernier
484,484,2019-03-23,2019-03-25,en cours,Techer Coulon SA
485,485,2020-08-13,2020-08-15,en cours,Poirier Faivre S.A.R.L.
486,486,2023-10-28,2023-10-30,en attente,Weber Lévy S.A.
487,487,2020-09-20,2020-09-26,en attente,Clément SA
488,488,2025-02-15,2025-02-16,en attente,Simon S.A.
489,489,2021-10-18,2021-10-22,en cours,Guillon
490,490,2019-04-14,2019-04-17,en attente,Léger
491,491,2019-09-20,2019-09-27,en cours,Barbier SARL
492,492,2025-07-05,2025-07-12,en cours,Langlois
493,493,2025-09-04,2025-09-05,livrée,Meyer Raymond SARL
494,494,2020-09-28,2020-10-01,en cours,Pierre Paul SA
495,495,2019-01-14,2019-01-15,livrée,Valette
496,496,2023-09-10,2023-09-11,en attente,Grégoire SA
497,497,2023-03-02,2023-03-07,en cours,Toussaint
498,498,2024-10-25,2024-10-26,en cours,Godard
499,499,2021-12-16,2021-12-20,livrée,Bousquet
500,500,2025-10-27,2025-10-28,livrée,Dias
501,501,2020-06-17,2020-06-23,livrée,Robert
502,502,2019-03-22,2019-03-25,en cours,Gosselin S.A.
503,503,2022-04-18,2022-04-19,en cours,Joseph SARL
504,504,2025-06-23,2025-06-27,en cours,Lebon
505,505,2023-03-13,2023-03-14,livrée,Moreau
506,506,2022-05-19,2022-05-26,en attente,Imbert Paris SARL
507,507,2025-09-22,2025-09-27,en cours,Boyer Adam et Fils
508,508,2021-03-31,2021-04-01,livrée,Dos Santos
509,509,2023-10-15,2023-10-21,en attente,Delahaye Pruvost et Fils
510,510,2020-12-07,2020-12-10,livrée,Bouvet
511,511,2021-10-27,2021-10-28,livrée,Carlier Dupuis S.A.R.L.
512,512,2023-05-30,2023-06-06,en cours,Gilles
513,513,2024-10-17,2024-10-20,en attente,Gauthier S.A.S.
514,514,2024-06-01,2024-06-07,en attente,Verdier
515,515,2022-10-11,2022-10-14,livrée,Hubert
516,516,2020-03-10,2020-03-16,livrée,Prévost
517,517,2025-02-06,2025-02-07,livrée,Raymond
518,518,2025-05-30,2025-06-06,en attente,Colin
519,519,2022-11-24,2022-11-28,en attente,Lecomte et Fils
520,520,2019-08-08,2019-08-10,en attente,Lecomte
521,521,2022-11-04,2022-11-07,livrée,Regnier
522,522,2020-07-30,2020-08-04,livrée,Guyon
523,523,2021-07-07,2021-07-13,en cours,Pinto Legendre S.A.S.
524,524,2024-11-26,2024-11-29,livrée,Bruneau Huet S.A.R.L.
525,525,2019-11-23,2019-11-24,en cours,Hernandez
526,526,2020-01-27,2020-01-28,en cours,Loiseau S.A.R.L.
527,527,2025-01-01,2025-01-04,en attente,Lombard Clément S.A.R.L.
528,528,2024-10-05,2024-10-07,en attente,Hebert
529,529,2021-08-08,2021-08-14,en cours,Caron
530,530,2020-10-25,2020-10-26,en cours,Masse Leroy S.A.S.
531,531,2019-06-28,2019-06-29,en cours,Schmitt S.A.S.
532,532,2024-08-03,2024-08-08,livrée,Lopez
533,533,2019-10-19,2019-10-21,en attente,Petitjean
534,534,2022-09-16,2022-09-21,livrée,Fischer Gauthier SA
535,535,2024-11-13,2024-11-19,livrée,Martins
536,536,2020-12-28,2021-01-02,en attente,Diaz
537,537,2025-05-20,2025-05-21,livrée,Colin
538,538,2019-12-04,2019-12-05,en cours,Mendès SA
539,539,2022-07-09,2022-07-10,en attente,Pasquier
540,540,2024-03-01,2024-03-02,en cours,Fontaine Wagner SA
541,541,2023-04-13,2023-04-20,livrée,Raynaud
542,542,2022-11-07,2022-11-10,en attente,Alexandre
543,543,2021-08-14,2021-08-17,livrée,Lagarde
544,544,2023-08-19,2023-08-24,en cours,Maillot et Fils
545,545,2024-05-24,2024-05-29,en cours,Besnard
546,546,2019-11-15,2019-11-19,en attente,Coste
547,547,2020-09-05,2020-09-07,en cours,Joubert
548,548,2022-01-24,2022-01-31,en cours,Petitjean
549,549,2019-03-11,2019-03-16,en cours,Gaudin Gosselin S.A.
550,550,2019-11-17,2019-11-19,en attente,Bouvet SARL
551,551,2022-09-18,2022-09-21,livrée,Guibert Chevalier et Fils
552,552,2022-03-16,2022-03-19,en cours,Guillon
553,553,2020-08-01,2020-08-03,en cours,Laine
554,554,2025-10-11,2025-10-16,en cours,Legendre S.A.
555,555,2022-07-05,2022-07-07,livrée,Mary
556,556,2025-02-21,2025-02-27,livrée,Pierre S.A.S.
557,557,2022-12-19,2022-12-20,livrée,Delannoy Nicolas SA
558,558,2022-02-24,2022-03-02,en cours,Mathieu S.A.
559,559,2022-07-11,2022-07-13,livrée,Leleu Simon S.A.R.L.
560,560,2022-09-14,2022-09-20,en cours,Masse
561,561,2020-01-24,2020-01-25,en attente,Peron S.A.
562,562,2024-08-14,2024-08-16,en cours,Briand Caron S.A.R.L.
563,563,2019-01-30,2019-02-05,en attente,Mary Mercier S.A.S.
564,564,2019-08-23,2019-08-27,en cours,Masse
565,565,2019-08-19,2019-08-24,en attente,Courtois
566,566,2021-08-03,2021-08-10,en cours,Nguyen
567,567,2025-09-20,2025-09-25,en cours,Robin
568,568,2024-01-10,2024-01-12,livrée,Weber
569,569,2024-09-07,2024-09-11,en attente,Bouchet Giraud SARL
570,570,2021-07-14,2021-07-21,en attente,Lemonnier
571,571,2021-06-09,2021-06-11,en attente,Colas SA
572,572,2024-05-16,2024-05-23,livrée,Weiss S.A.S.
573,573,2023-09-14,2023-09-20,en attente,Germain
574,574,2025-05-23,2025-05-27,livrée,Guyot
575,575,2023-10-25,2023-10-26,livrée,Gilbert SA
576,576,2024-11-02,2024-11-03,livrée,Benoit S.A.R.L.
577,577,2021-11-18,2021-11-24,livrée,Dupuy Dupré SARL
578,578,2022-09-03,2022-09-06,livrée,Perrin S.A.S.
579,579,2022-04-24,2022-04-26,en cours,Voisin
580,580,2024-02-06,2024-02-08,en attente,Didier SA
581,581,2020-01-15,2020-01-22,livrée,Chartier
582,582,2021-04-13,2021-04-19,en attente,Thierry
583,583,2022-12-18,2022-12-20,en cours,Hamel Lemoine S.A.
584,584,2021-03-17,2021-03-23,livrée,Julien et Fils
585,585,2021-10-22,2021-10-23,livrée,Nicolas
586,586,2019-09-15,2019-09-22,en cours,Lebon
587,587,2019-04-07,2019-04-10,en attente,Verdier SARL
588,588,2019-06-13,2019-06-19,livrée,Dias
589,589,2023-02-09,2023-02-14,livrée,Faivre S.A.S.
590,590,2025-10-11,2025-10-18,livrée,Bousquet
591,591,2023-02-18,2023-02-21,en cours,Marchand
592,592,2020-05-21,2020-05-23,en attente,Mace Pons et Fils
593,593,2023-03-22,2023-03-24,livrée,Ollivier SARL
594,594,2021-01-11,2021-01-18,en cours,Georges
595,595,2020-01-15,2020-01-16,en attente,Hamon
596,596,2022-08-28,2022-09-02,livrée,Sanchez
597,597,2021-04-17,2021-04-20,livrée,Mallet
598,598,2021-11-30,2021-12-05,livrée,Munoz
599,599,2023-09-22,2023-09-24,en cours,Paul
600,600,2025-08-25,2025-08-27,en cours,Normand
601,601,2021-10-18,2021-10-25,en attente,Lemaire Leconte S.A.
602,602,2023-07-14,2023-07-19,livrée,Ramos Moulin S.A.R.L.
603,603,2023-05-04,2023-05-06,en attente,Joseph SA
604,604,2022-10-21,2022-10-23,en cours,Legrand S.A.R.L.
605,605,2023-10-19,2023-10-26,en attente,Guérin Barbier S.A.R.L.
606,606,2021-12-05,2021-12-11,livrée,Fischer
607,607,2025-12-05,2025-12-08,en cours,Roger Gauthier SARL
608,608,2025-02-23,2025-02-24,livrée,Perrot
609,609,2019-06-03,2019-06-04,en cours,Fischer Lucas S.A.R.L.
610,610,2020-08-25,2020-08-28,en cours,Fournier S.A.R.L.
611,611,2022-04-12,2022-04-19,en attente,Techer Marin SA
612,612,2024-11-11,2024-11-18,en attente,Moreno
613,613,2019-03-26,2019-03-29,livrée,Leblanc
614,614,2022-05-26,2022-05-27,en attente,Blanchard Gallet SARL
615,615,2021-11-17,2021-11-23,en attente,Legendre
616,616,2019-02-03,2019-02-10,en attente,Laroche et Fils
617,617,2022-04-29,2022-05-03,livrée,Gosselin
618,618,2023-06-15,2023-06-21,en attente,Laporte Ferrand S.A.S.
619,619,2022-02-06,2022-02-12,livrée,Salmon Pottier S.A.
620,620,2023-05-06,2023-05-12,livrée,Pages et Fils
621,621,2024-12-04,2024-12-07,en attente,Maréchal
622,622,2020-04-26,2020-05-01,livrée,Caron SARL
623,623,2025-10-31,2025-11-02,livrée,Picard
624,624,2019-10-25,2019-10-31,en cours,Dupuis
625,625,2025-10-05,2025-10-09,livrée,Rocher SA
626,626,2023-04-27,2023-05-03,en cours,Besson Guillon SARL
627,627,2024-07-28,2024-08-02,en cours,Julien
628,628,2021-12-12,2021-12-19,en cours,Dumas S.A.R.L.
629,629,2020-03-03,2020-03-08,en attente,Blondel S.A.R.L.
630,630,2021-11-19,2021-11-20,en cours,Barbe
631,631,2020-01-12,2020-01-15,livrée,Fouquet Da Costa S.A.
632,632,2023-08-21,2023-08-26,livrée,Salmon
633,633,2019-09-30,2019-10-07,en attente,Guyot
634,634,2025-09-10,2025-09-15,en attente,Poulain Robert S.A.R.L.
635,635,2025-08-09,2025-08-10,livrée,Boulanger Leblanc S.A.S.
636,636,2021-11-01,2021-11-07,livrée,Brunet Perret SA
637,637,2025-01-09,2025-01-11,en cours,Rodriguez
638,638,2020-12-26,2020-12-27,en cours,Camus Lemonnier SA
639,639,2020-08-01,2020-08-06,livrée,Lévêque S.A.R.L.
640,640,2019-11-08,2019-11-10,en cours,Lelièvre S.A.R.L.
641,641,2021-09-07,2021-09-13,livrée,Coste
642,642,2024-06-08,2024-06-15,en attente,Aubry SA
643,643,2024-05-25,2024-05-27,livrée,Couturier Peltier S.A.
644,644,2024-02-22,2024-02-29,en cours,Da Costa S.A.R.L.
645,645,2020-05-20,2020-05-24,livrée,Diaz
646,646,2024-05-04,2024-05-06,en cours,Fernandes Joly S.A.S.
647,647,2022-01-27,2022-02-01,en cours,Julien S.A.R.L.
648,648,2019-08-11,2019-08-17,livrée,Fischer Vallée S.A.
649,649,2025-10-28,2025-10-31,livrée,Salmon Becker SARL
650,650,2022-06-17,2022-06-19,en cours,Rodriguez
651,651,2019-11-07,2019-11-12,en cours,Lebrun
652,652,2021-08-28,2021-08-29,en cours,Couturier
653,653,2025-11-11,2025-11-16,en attente,Mace Reynaud S.A.S.
654,654,2020-10-07,2020-10-11,en cours,Salmon
655,655,2025-09-29,2025-09-30,en cours,Brunel
656,656,2019-05-14,2019-05-21,en attente,Tessier SARL
657,657,2025-10-03,2025-10-06,en attente,David SA
658,658,2020-06-30,2020-07-04,livrée,Valentin
659,659,2023-10-12,2023-10-15,en attente,Jacques Collet SARL
660,660,2023-01-11,2023-01-12,livrée,Renault
661,661,2025-07-02,2025-07-05,en cours,Dos Santos
662,662,2019-10-29,2019-11-05,en cours,Lucas Blondel S.A.
663,663,2020-08-25,2020-08-28,en attente,Léger Monnier SA
664,664,2022-10-08,2022-10-14,en cours,Pasquier SA
665,665,2024-03-07,2024-03-13,en attente,Gérard
666,666,2020-03-15,2020-03-22,en cours,Faure Roy SA
667,667,2019-03-15,2019-03-22,livrée,Marchand
668,668,2022-07-18,2022-07-25,livrée,Grenier et Fils
669,669,2021-02-20,2021-02-24,livrée,Guibert
670,670,2025-07-15,2025-07-20,en attente,Devaux
671,671,2024-05-22,2024-05-23,en cours,Poulain
672,672,2025-04-05,2025-04-11,livrée,Daniel
673,673,2020-11-12,2020-11-17,livrée,Fournier
674,674,2022-10-12,2022-10-15,livrée,Gilbert
675,675,2019-03-04,2019-03-10,en attente,Lamy
676,676,2024-05-29,2024-06-05,en cours,Huet Pierre S.A.
677,677,2023-03-25,2023-03-28,en attente,Riou
678,678,2025-09-05,2025-09-11,livrée,Baudry
679,679,2021-01-19,2021-01-22,en attente,Chauvet Morin SA
680,680,2025-10-27,2025-10-28,en attente,Monnier et Fils
681,681,2025-05-16,2025-05-17,en attente,Mercier
682,682,2020-09-04,2020-09-06,en attente,Fontaine
683,683,2023-06-03,2023-06-09,en cours,Aubry
684,684,2022-10-27,2022-10-28,livrée,Clément S.A.S.
685,685,2025-06-10,2025-06-17,en attente,Barbier Morvan SARL
686,686,2025-12-13,2025-12-19,en attente,Rodrigues Berthelot S.A.S.
687,687,2025-07-04,2025-07-09,en attente,Brun
688,688,2023-04-04,2023-04-07,livrée,Hoarau
689,689,2021-08-21,2021-08-23,en attente,Moulin Foucher S.A.
690,690,2022-07-14,2022-07-19,en attente,Denis Duhamel S.A.
691,691,2023-10-07,2023-10-09,en attente,Mathieu S.A.
692,692,2024-06-08,2024-06-13,en cours,Fabre Baudry S.A.R.L.
693,693,2023-07-17,2023-07-24,en cours,Jacquot
694,694,2022-07-25,2022-07-31,en cours,Collet SA
695,695,2020-03-15,2020-03-16,en attente,Gillet
696,696,2020-04-14,2020-04-15,livrée,Masson
697,697,2025-07-27,2025-08-03,en cours,Monnier
698,698,2020-01-08,2020-01-12,en attente,Techer Boutin SARL
699,699,2021-09-08,2021-09-10,en cours,Dumont Garnier S.A.R.L.
700,700,2023-04-12,2023-04-17,livrée,Benoit Gallet S.A.R.L.
701,701,2025-11-06,2025-11-12,en cours,Vincent
702,702,2023-05-12,2023-05-16,livrée,Fournier
703,703,2025-01-07,2025-01-12,livrée,Dumont
704,704,2021-01-12,2021-01-19,en attente,Garcia et Fils
705,705,2023-03-07,2023-03-08,livrée,Dumas
706,706,2025-01-01,2025-01-05,livrée,Lelièvre
707,707,2024-11-16,2024-11-21,en attente,Camus Hamel S.A.S.
708,708,2024-01-29,2024-02-03,en cours,Mallet
709,709,2025-02-17,2025-02-20,en cours,Chauvin SARL
710,710,2020-10-21,2020-10-23,en cours,Bègue
711,711,2023-12-05,2023-12-08,en cours,Blanc
712,712,2022-12-25,2022-12-27,livrée,Allain Le Roux SA
713,713,2024-03-21,2024-03-25,en attente,Barbier Maurice SA
714,714,2024-07-17,2024-07-20,en attente,Muller SA
715,715,2021-06-26,2021-06-29,livrée,Schmitt SA
716,716,2021-07-14,2021-07-18,en cours,Munoz Lesage et Fils
717,717,2020-03-07,2020-03-10,livrée,Jacques Bonnin S.A.
718,718,2022-12-06,2022-12-13,en attente,Aubert
719,719,2019-04-29,2019-05-05,livrée,Chrétien
720,720,2024-10-29,2024-11-01,en cours,Legrand
721,721,2023-10-20,2023-10-26,livrée,Le Goff
722,722,2019-09-28,2019-10-01,en attente,Pires Rémy S.A.S.
723,723,2023-01-19,2023-01-25,en cours,David
724,724,2023-05-18,2023-05-19,en attente,Le Roux Duval SARL
725,725,2025-05-07,2025-05-14,en attente,Tessier Dumas SARL
726,726,2023-07-24,2023-07-31,livrée,Peltier
727,727,2025-09-20,2025-09-27,en attente,Rey S.A.R.L.
728,728,2020-12-10,2020-12-16,livrée,Navarro SARL
729,729,2025-03-11,2025-03-12,en attente,Bousquet
730,730,2025-05-21,2025-05-23,en cours,Rocher
731,731,2019-02-15,2019-02-16,en cours,Gilbert
732,732,2021-04-19,2021-04-20,en cours,Morvan
733,733,2025-12-06,2025-12-08,en cours,Boulay
734,734,2021-04-14,2021-04-20,livrée,Launay
735,735,2022-03-30,2022-04-06,livrée,Guyot Leleu SARL
736,736,2022-04-20,2022-04-25,en cours,Renard Henry S.A.S.
737,737,2022-04-09,2022-04-11,livrée,Perez
738,738,2021-05-24,2021-05-29,livrée,Nicolas S.A.
739,739,2021-11-18,2021-11-23,en cours,François
740,740,2025-04-14,2025-04-21,en attente,Chartier
741,741,2020-03-11,2020-03-14,livrée,Peltier Maréchal S.A.S.
742,742,2022-12-06,2022-12-11,en cours,Pichon
743,743,2025-09-07,2025-09-13,en cours,Gilbert S.A.
744,744,2024-09-19,2024-09-24,livrée,Rossi Vaillant SARL
745,745,2021-05-20,2021-05-23,livrée,Delorme
746,746,2022-07-19,2022-07-25,en attente,Robert et Fils
747,747,2020-06-17,2020-06-20,en attente,Royer
748,748,2019-01-08,2019-01-10,livrée,Barre Berger SARL
749,749,2023-06-26,2023-06-29,livrée,Maréchal Lebrun S.A.S.
750,750,2019-03-09,2019-03-16,en cours,Vallet
751,751,2019-10-09,2019-10-10,en attente,Vidal Vincent SA
752,752,2023-01-19,2023-01-25,livrée,Renard
753,753,2025-03-24,2025-03-30,livrée,Parent
754,754,2025-06-06,2025-06-11,livrée,Delaunay
755,755,2019-06-14,2019-06-20,en cours,Marty Leroy et Fils
756,756,2022-03-03,2022-03-10,en attente,Benoit SARL
757,757,2019-05-11,2019-05-17,en attente,Marion SA
758,758,2023-08-04,2023-08-05,en cours,Colin S.A.
759,759,2019-12-13,2019-12-15,livrée,Jacques S.A.R.L.
760,760,2021-05-25,2021-05-28,en attente,Delattre Riou SA
761,761,2019-01-01,2019-01-02,en cours,Marques
762,762,2023-08-26,2023-08-29,en cours,Muller
763,763,2023-09-19,2023-09-20,livrée,Parent S.A.
764,764,2024-10-24,2024-10-25,en attente,Olivier
765,765,2023-04-14,2023-04-21,en attente,Colas S.A.R.L.
766,766,2019-06-27,2019-06-30,livrée,Dupont S.A.R.L.
767,767,2024-08-31,2024-09-04,en cours,Gautier Maillet SARL
768,768,2019-02-15,2019-02-16,livrée,Robert
769,769,2022-07-03,2022-07-08,en cours,Boyer SARL
770,770,2023-04-03,2023-04-09,en attente,Techer Fernandez SARL
771,771,2023-05-23,2023-05-30,en cours,Louis Lesage SA
772,772,2025-01-28,2025-01-31,livrée,Barbe S.A.R.L.
773,773,2022-12-16,2022-12-20,livrée,Marques et Fils
774,774,2024-08-30,2024-09-05,livrée,Lacroix
775,775,2019-07-25,2019-07-27,livrée,Da Silva Antoine SARL
776,776,2022-01-25,2022-01-30,en cours,Morvan et Fils
777,777,2021-04-24,2021-04-27,en cours,Leclercq SARL
778,778,2020-07-16,2020-07-20,livrée,Pruvost
779,779,2020-01-05,2020-01-12,en attente,Marion
780,780,2019-05-26,2019-05-27,en attente,Godard
781,781,2023-08-21,2023-08-24,livrée,Henry S.A.R.L.
782,782,2020-06-05,2020-06-10,en attente,Bertin SARL
783,783,2019-01-31,2019-02-07,livrée,Schneider S.A.S.
784,784,2022-08-13,2022-08-16,en attente,Leroy Lebrun SARL
785,785,2024-12-26,2025-01-01,livrée,Duhamel
786,786,2023-12-12,2023-12-13,livrée,Carlier
787,787,2020-08-21,2020-08-22,en cours,Delahaye
788,788,2020-02-24,2020-02-28,livrée,Fabre et Fils
789,789,2019-05-13,2019-05-20,en cours,Bruneau Delorme SA
790,790,2022-12-01,2022-12-08,en cours,Legrand Vidal SA
791,791,2025-05-28,2025-05-30,livrée,Pierre
792,792,2020-01-17,2020-01-22,livrée,Fabre Mathieu S.A.
793,793,2023-03-15,2023-03-22,en cours,Jacquet
794,794,2022-06-21,2022-06-26,livrée,Gomez SA
795,795,2024-02-28,2024-03-03,livrée,Normand
796,796,2025-07-02,2025-07-06,en cours,Lesage
797,797,2024-02-02,2024-02-08,livrée,Hamon Marin et Fils
798,798,2025-12-19,2025-12-25,en cours,Martins Fernandes et Fils
799,799,2024-04-20,2024-04-23,en attente,Marie Monnier S.A.R.L.
800,800,2021-06-10,2021-06-14,en cours,Leleu Rey SA
801,801,2024-08-09,2024-08-11,livrée,Barthelemy
802,802,2022-03-17,2022-03-23,en cours,Leleu Faure S.A.
803,803,2020-04-27,2020-05-03,en attente,Pottier
804,804,2020-05-04,2020-05-08,livrée,Chevallier Blin S.A.
805,805,2025-02-16,2025-02-20,en cours,Pereira
806,806,2020-01-02,2020-01-06,en attente,Godard S.A.S.
807,807,2020-12-13,2020-12-16,en cours,Germain Gérard SARL
808,808,2024-08-28,2024-09-01,en attente,Buisson
809,809,2019-06-20,2019-06-26,livrée,Chauvet S.A.S.
810,810,2023-02-03,2023-02-08,en attente,Boucher
811,811,2019-02-18,2019-02-19,en cours,Poirier
812,812,2022-07-14,2022-07-17,en attente,Dupuis
813,813,2019-12-19,2019-12-21,en attente,Legrand
814,814,2021-12-02,2021-12-04,en attente,Thibault Normand S.A.S.
815,815,2024-06-30,2024-07-06,en attente,Maurice S.A.
816,816,2020-05-14,2020-05-19,livrée,Étienne
817,817,2023-04-21,2023-04-22,livrée,Michel S.A.S.
818,818,2023-12-24,2023-12-25,en cours,Delannoy S.A.R.L.
819,819,2022-04-30,2022-05-07,en cours,Ribeiro Lebrun SARL
820,820,2019-06-20,2019-06-26,en attente,Imbert
821,821,2023-01-02,2023-01-03,en cours,Delaunay
822,822,2025-04-20,2025-04-21,livrée,Besson
823,823,2025-12-14,2025-12-20,en cours,Vincent Pelletier S.A.
824,824,2021-12-15,2021-12-21,en attente,Regnier Roussel SA
825,825,2025-10-08,2025-10-10,livrée,Royer
826,826,2023-12-13,2023-12-17,livrée,Courtois
827,827,2019-06-02,2019-06-06,en attente,Delmas Fleury SA
828,828,2025-02-14,2025-02-19,en attente,Prévost Lévêque S.A.S.
829,829,2019-06-15,2019-06-21,en attente,Petit Weber S.A.R.L.
830,830,2023-04-19,2023-04-26,livrée,Petit SARL
831,831,2023-02-04,2023-02-09,en cours,Gillet
832,832,2023-11-19,2023-11-23,en attente,Breton
833,833,2025-07-20,2025-07-21,livrée,Le Goff
834,834,2023-06-12,2023-06-15,en cours,Lévy
835,835,2021-12-05,2021-12-12,en cours,Turpin Blin S.A.S.
836,836,2021-09-27,2021-10-04,en attente,Léger Lucas SARL
837,837,2020-09-24,2020-09-29,en attente,Maurice
838,838,2020-11-25,2020-12-02,livrée,Bertin Chartier SARL
839,839,2024-09-20,2024-09-26,livrée,Royer S.A.R.L.
840,840,2021-04-29,2021-04-30,livrée,Chauvet S.A.S.
841,841,2024-03-18,2024-03-22,livrée,Rousseau
842,842,2020-08-24,2020-08-28,en attente,Bazin
843,843,2019-03-13,2019-03-16,en attente,Pineau
844,844,2025-06-29,2025-06-30,en cours,Lemaire
845,845,2022-07-16,2022-07-22,en cours,Delattre
846,846,2019-12-24,2019-12-31,livrée,Jourdan
847,847,2024-09-10,2024-09-11,en attente,Valette Lecomte SA
848,848,2020-11-16,2020-11-21,livrée,Legrand SARL
849,849,2021-11-09,2021-11-10,livrée,Vaillant Courtois SA
850,850,2020-06-10,2020-06-11,en cours,Pichon S.A.R.L.
851,851,2021-01-23,2021-01-26,en attente,Lacombe
852,852,2022-06-12,2022-06-14,en cours,Techer
853,853,2021-04-17,2021-04-22,en cours,Durand Chauvet et Fils
854,854,2021-08-22,2021-08-26,en cours,Lemaire
855,855,2020-06-24,2020-06-27,en cours,Teixeira Joubert S.A.R.L.
856,856,2025-09-07,2025-09-08,en attente,Leroy Pruvost S.A.S.
857,857,2020-07-22,2020-07-25,livrée,Munoz et Fils
858,858,2025-01-05,2025-01-11,en cours,Brunel
859,859,2023-01-07,2023-01-11,en cours,Bernard et Fils
860,860,2019-06-06,2019-06-08,en attente,Marie SARL
861,861,2024-09-29,2024-10-05,en attente,Lecoq Rousseau SARL
862,862,2025-09-21,2025-09-23,en attente,Ledoux
863,863,2024-10-02,2024-10-07,livrée,Louis S.A.S.
864,864,2020-06-06,2020-06-08,livrée,Bonnin Deschamps SARL
865,865,2020-06-26,2020-06-30,en cours,Bonneau
866,866,2019-03-17,2019-03-24,en cours,Martin Gomes S.A.
867,867,2020-03-10,2020-03-14,en cours,Pasquier SA
868,868,2023-02-17,2023-02-24,en cours,Clément
