id_commande,id_client,date_commande,statut_commande,montant_total,mode_commande
590,2108,2025-10-10,en cours,1633.55,mobile
591,5751,2023-02-16,échouée,1599.96,web
592,135,2020-05-21,en cours,1006.05,web
593,5398,2023-03-20,livrée,1636.05,mobile
594,5033,2021-01-08,en cours,565.72,mobile
595,5961,2020-01-12,en cours,804.06,mobile
596,1209,2022-08-25,livrée,1580.29,mobile
597,5352,2021-04-14,livrée,1571.84,mobile
598,3506,2021-11-29,livrée,914.98,mobile
599,5942,2023-09-20,livrée,603.73,mobile
600,4689,2025-08-22,échouée,1798.7,mobile
601,570,2021-10-18,en cours,1106.83,web
602,168,2023-07-12,livrée,919.81,web
603,719,2023-05-04,expédiée,1834.56,mobile
604,1554,2022-10-19,livrée,487.61,mobile
605,3229,2023-10-16,en cours,597.83,mobile
606,435,2021-12-04,expédiée,1145.71,web
607,1613,2025-12-04,livrée,1917.44,mobile
608,5113,2025-02-23,en cours,1415.84,mobile
609,5473,2019-05-31,livrée,1795.48,mobile
610,3204,2020-08-22,échouée,955.57,mobile
611,5074,2022-04-11,expédiée,1237.16,web
612,1976,2024-11-10,expédiée,1931.45,web
613,5154,2019-03-26,expédiée,1266.98,web
614,2080,2022-05-25,en cours,1936.42,web
615,804,2021-11-14,en cours,1489.09,web
616,4786,2019-02-02,en cours,537.63,web
617,3151,2022-04-27,livrée,862.13,mobile
618,2488,2023-06-12,échouée,375.59,mobile
619,434,2022-02-04,livrée,1263.52,web
620,10,2023-05-03,expédiée,137.73,mobile
621,1543,2024-12-04,échouée,1557.79,mobile
622,3114,2020-04-25,expédiée,1672.47,mobile
623,896,2025-10-30,expédiée,1722.21,mobile
624,3932,2019-10-24,échouée,1289.54,mobile
625,5145,2025-10-03,en cours,1969.52,web
626,1989,2023-04-25,échouée,1193.97,web
627,5597,2024-07-25,en cours,1297.9,web
628,1014,2021-12-09,expédiée,1668.02,mobile
629,846,2020-03-01,en cours,1471.84,mobile
630,2420,2021-11-16,échouée,1525.01,mobile
631,4308,2020-01-10,expédiée,1108.16,mobile
632,4486,2023-08-21,livrée,340.83,web
633,1048,2019-09-29,expédiée,880.78,web
634,4614,2025-09-08,en cours,1827.81,web
635,5483,2025-08-09,en cours,436.52,mobile
636,886,2021-10-30,échouée,1399.86,mobile
637,1477,2025-01-06,livrée,1860.68,mobile
638,2620,2020-12-24,livrée,1188.88,mobile
639,2162,2020-08-01,en cours,1710.12,mobile
640,5357,2019-11-06,échouée,1987.68,web
641,4078,2021-09-04,livrée,1013.62,mobile
642,4345,2024-06-08,en cours,189.35,mobile
643,498,2024-05-22,expédiée,1232.78,mobile
644,2771,2024-02-22,expédiée,1235.75,web
645,472,2020-05-17,expédiée,1286.18,web
646,323,2024-05-04,livrée,1143.99,mobile
647,5319,2022-01-26,expédiée,117.94,mobile
648,2299,2019-08-09,livrée,1507.46,mobile
649,1406,2025-10-26,échouée,1314.74,web
650,299,2022-06-14,livrée,1661.73,web
651,4836,2019-11-07,échouée,429.74,mobile
652,1408,2021-08-27,échouée,1854.65,web
653,4111,2025-11-08,en cours,283.87,web
654,2859,2020-10-06,expédiée,871.31,web
655,1401,2025-09-29,en cours,1925.79,web
656,250,2019-05-11,livrée,1531.77,mobile
657,5535,2025-10-01,en cours,660.37,web
658,643,2020-06-29,échouée,1957.27,mobile
659,3666,2023-10-12,en cours,1028.97,mobile
660,3962,2023-01-08,échouée,746.76,web
661,2647,2025-06-29,livrée,1930.6,mobile
662,1483,2019-10-27,en cours,362.24,mobile
663,5242,2020-08-25,échouée,1749.34,mobile
664,1866,2022-10-06,expédiée,196.72,mobile
665,2634,2024-03-07,livrée,1798.59,web
666,1432,2020-03-12,expédiée,696.3,mobile
667,1470,2019-03-15,échouée,1805.39,mobile
668,840,2022-07-18,livrée,1915.1,web
669,4364,2021-02-18,échouée,607.95,mobile
670,5749,2025-07-15,échouée,229.89,mobile
671,4259,2024-05-22,expédiée,1598.31,mobile
672,507,2025-04-05,en cours,778.95,web
673,165,2020-11-10,livrée,896.99,web
674,4450,2022-10-11,expédiée,217.23,web
675,3093,2019-03-04,en cours,1002.09,web
676,3200,2024-05-26,échouée,1429.31,mobile
677,5125,2023-03-25,expédiée,20.11,web
678,578,2025-09-04,livrée,1064.56,mobile
679,3877,2021-01-18,expédiée,448.75,web
680,4465,2025-10-26,en cours,1134.19,web
681,2764,2025-05-13,expédiée,1135.69,mobile
682,5989,2020-09-03,échouée,1016.49,web
683,248,2023-05-31,en cours,1072.07,mobile
684,210,2022-10-27,en cours,683.79,web
685,7,2025-06-07,livrée,477.84,web
686,5791,2025-12-12,expédiée,850.86,mobile
687,4305,2025-07-03,livrée,880.79,web
688,667,2023-04-04,livrée,317.84,web
689,4978,2021-08-21,en cours,81.36,web
690,658,2022-07-12,échouée,215.56,mobile
691,5909,2023-10-05,expédiée,1475.0,mobile
692,5156,2024-06-08,échouée,475.7,web
693,2511,2023-07-14,livrée,1539.71,web
694,3811,2022-07-22,expédiée,533.8,mobile
695,3627,2020-03-12,en cours,1980.42,mobile
696,3073,2020-04-12,en cours,1691.69,web
697,2042,2025-07-26,livrée,641.57,mobile
698,4907,2020-01-08,expédiée,364.7,mobile
699,4996,2021-09-05,échouée,1175.16,web
700,19,2023-04-11,échouée,1311.65,mobile
701,569,2025-11-06,expédiée,707.44,web
702,1918,2023-05-11,expédiée,722.94,web
703,4128,2025-01-04,livrée,1100.47,mobile
704,4925,2021-01-12,échouée,1974.96,web
705,4062,2023-03-06,livrée,423.29,web
706,1716,2024-12-29,expédiée,217.72,mobile
707,2819,2024-11-14,échouée,448.13,web
708,4431,2024-01-29,livrée,1066.04,mobile
709,163,2025-02-15,échouée,1781.87,web
710,5520,2020-10-19,échouée,1716.91,web
711,2253,2023-12-04,expédiée,1049.23,mobile
712,1859,2022-12-25,expédiée,1946.15,web
713,5267,2024-03-20,expédiée,1559.56,mobile
714,2935,2024-07-17,en cours,1016.55,mobile
715,2527,2021-06-23,expédiée,1725.82,mobile
716,232,2021-07-14,en cours,752.53,mobile
717,1417,2020-03-04,échouée,437.39,web
718,1645,2022-12-05,échouée,247.17,mobile
719,2843,2019-04-29,échouée,595.33,web
720,1152,2024-10-28,livrée,1115.68,mobile
721,5201,2023-10-19,livrée,1512.91,mobile
722,765,2019-09-28,expédiée,1742.72,web
723,4806,2023-01-16,échouée,1690.03,web
724,2705,2023-05-15,en cours,43.76,mobile
725,4753,2025-05-05,livrée,1061.5,web
726,4870,2023-07-22,en cours,913.05,web
727,4423,2025-09-17,livrée,162.96,mobile
728,5481,2020-12-09,livrée,1153.75,mobile
729,4167,2025-03-11,en cours,1480.06,web
730,121,2025-05-18,expédiée,478.29,mobile
731,1397,2019-02-14,en cours,872.35,web
732,3691,2021-04-17,en cours,302.41,web
733,3475,2025-12-04,expédiée,157.71,web
734,3482,2021-04-13,échouée,1392.1,web
735,4969,2022-03-29,en cours,1066.43,web
736,4926,2022-04-20,expédiée,204.04,mobile
737,5852,2022-04-08,livrée,724.01,mobile
738,188,2021-05-24,livrée,383.64,web
739,3170,2021-11-18,échouée,581.96,web
740,1578,2025-04-11,en cours,517.6,mobile
741,1554,2020-03-10,expédiée,1806.64,mobile
742,3028,2022-12-04,expédiée,657.8,web
743,2954,2025-09-05,livrée,49.48,mobile
744,4964,2024-09-19,expédiée,378.26,mobile
745,2885,2021-05-19,échouée,897.45,web
746,3614,2022-07-18,en cours,1749.8,mobile
747,2758,2020-06-16,livrée,711.81,mobile
748,1980,2019-01-07,échouée,1412.86,web
749,3484,2023-06-25,livrée,1257.28,mobile
750,582,2019-03-06,livrée,1382.94,mobile
751,327,2019-10-06,échouée,1083.29,web
752,2345,2023-01-16,échouée,1541.68,web
753,5022,2025-03-21,livrée,1087.5,mobile
754,4481,2025-06-04,échouée,1777.71,web
755,5877,2019-06-12,livrée,672.85,web
756,4167,2022-03-02,livrée,192.12,web
757,3238,2019-05-10,expédiée,1957.44,mobile
758,3062,2023-08-02,en cours,1316.07,web
759,1697,2019-12-12,échouée,1455.59,web
760,2958,2021-05-24,livrée,1812.99,web
761,4099,2019-01-01,échouée,1632.09,mobile
762,2082,2023-08-26,échouée,1758.16,mobile
763,4200,2023-09-17,en cours,1618.78,web
764,1614,2024-10-24,expédiée,1890.85,mobile
765,5811,2023-04-13,échouée,601.04,mobile
766,2088,2019-06-26,échouée,145.78,mobile
767,4615,2024-08-31,échouée,38.15,web
768,1293,2019-02-15,en cours,1180.82,mobile
769,1544,2022-07-03,expédiée,1084.04,mobile
770,2777,2023-04-01,échouée,218.15,mobile
771,2334,2023-05-21,échouée,1303.31,mobile
772,3168,2025-01-27,livrée,1014.15,mobile
773,1507,2022-12-16,échouée,361.5,mobile
774,5652,2024-08-28,échouée,614.8,web
775,4781,2019-07-25,échouée,568.79,web
776,4301,2022-01-24,en cours,205.77,web
777,3053,2021-04-23,expédiée,627.97,web
778,54,2020-07-16,en cours,889.52,mobile
779,3066,2020-01-03,en cours,1433.89,mobile
780,5841,2019-05-25,expédiée,180.22,web
781,5450,2023-08-21,en cours,265.34,web
782,2866,2020-06-05,livrée,146.51,mobile
783,2926,2019-01-31,livrée,509.39,web
784,1418,2022-08-11,expédiée,554.08,web
785,2630,2024-12-24,livrée,921.76,mobile
786,5312,2023-12-10,échouée,1393.8,web
787,1593,2020-08-21,livrée,1291.94,mobile
788,496,2020-02-22,livrée,493.09,web
789,3420,2019-05-10,livrée,1296.65,web
790,769,2022-11-28,échouée,128.06,mobile
791,5430,2025-05-27,expédiée,1465.87,mobile
792,2651,2020-01-14,échouée,1643.98,mobile
793,5801,2023-03-15,échouée,223.95,mobile
794,3271,2022-06-19,expédiée,1712.53,web
795,4718,2024-02-27,livrée,642.06,mobile
796,4943,2025-07-01,expédiée,445.47,mobile
797,2910,2024-02-02,en cours,1026.98,web
798,837,2025-12-17,livrée,1737.71,web
799,3332,2024-04-20,livrée,535.65,mobile
800,5412,2021-06-07,en cours,1892.46,web
801,5120,2024-08-07,en cours,1556.71,web
802,614,2022-03-16,expédiée,1575.31,web
803,4576,2020-04-25,échouée,1304.82,web
804,1717,2020-05-03,en cours,1941.97,mobile
805,3815,2025-02-13,livrée,315.5,mobile
806,2364,2020-01-02,en cours,154.29,mobile
807,5597,2020-12-11,en cours,470.01,web
808,370,2024-08-27,livrée,1645.5,web
809,315,2019-06-19,expédiée,1917.21,mobile
810,1410,2023-02-02,échouée,1809.13,mobile
811,5072,2019-02-18,en cours,678.03,mobile
812,4994,2022-07-13,en cours,765.58,web
813,3949,2019-12-17,livrée,995.19,mobile
814,3537,2021-11-30,échouée,673.92,mobile
815,3194,2024-06-27,échouée,776.48,web
816,2414,2020-05-13,expédiée,1341.95,mobile
817,4608,2023-04-20,échouée,1456.14,mobile
818,1954,2023-12-21,livrée,1194.34,mobile
819,3559,2022-04-30,expédiée,44.95,web
820,2363,2019-06-18,expédiée,23.35,mobile
821,5494,2023-01-02,expédiée,1404.02,mobile
822,2835,2025-04-18,livrée,393.88,mobile
823,669,2025-12-14,en cours,142.09,web
824,1448,2021-12-12,expédiée,315.48,mobile
825,5452,2025-10-08,échouée,205.95,web
826,3204,2023-12-13,livrée,1795.06,web
827,3250,2019-05-31,livrée,900.48,web
828,3241,2025-02-12,livrée,263.6,web
829,399,2019-06-12,en cours,1056.74,web
830,1440,2023-04-17,échouée,317.92,web
831,4967,2023-02-04,échouée,764.57,mobile
832,2783,2023-11-17,expédiée,643.56,web
833,5386,2025-07-19,en cours,1109.65,web
834,4304,2023-06-12,livrée,1336.34,web
835,2572,2021-12-02,en cours,318.91,web
836,5274,2021-09-25,expédiée,524.88,mobile
837,5341,2020-09-22,en cours,1496.19,mobile
838,4881,2020-11-24,livrée,547.61,mobile
839,3976,2024-09-18,livrée,1574.32,web
840,4716,2021-04-28,échouée,775.03,web
841,5124,2024-03-17,expédiée,1134.47,mobile
842,3613,2020-08-21,expédiée,1565.21,web
843,2396,2019-03-12,expédiée,273.08,mobile
844,5415,2025-06-26,échouée,250.29,web
845,5971,2022-07-13,livrée,1243.02,mobile
846,3129,2019-12-23,livrée,1153.59,web
847,4319,2024-09-10,expédiée,1758.16,mobile
848,4990,2020-11-15,expédiée,1912.11,mobile
849,3044,2021-11-07,échouée,179.67,mobile
850,844,2020-06-08,échouée,877.65,web
851,4968,2021-01-23,en cours,1910.44,mobile
852,3236,2022-06-10,échouée,915.52,mobile
853,98,2021-04-14,en cours,1554.83,mobile
854,2573,2021-08-21,livrée,1701.07,web
855,578,2020-06-23,livrée,188.67,web
856,401,2025-09-06,expédiée,56.17,mobile
857,5497,2020-07-21,échouée,943.46,web
858,4938,2025-01-02,échouée,1673.98,mobile
859,3914,2023-01-05,expédiée,1794.65,mobile
860,2729,2019-06-03,expédiée,169.25,web
861,3201,2024-09-27,livrée,1750.3,mobile
862,2522,2025-09-20,expédiée,1388.36,web
863,4230,2024-09-30,expédiée,1988.06,web
864,5998,2020-06-06,en cours,1698.1,mobile
865,5967,2020-06-26,échouée,833.97,mobile
866,5806,2019-03-15,échouée,1496.33,mobile
867,5100,2020-03-08,échouée,1129.08,mobile
868,4574,2023-02-14,en cours,284.12,web
869,3661,2019-08-11,échouée,350.28,web
870,110,2021-11-27,en cours,1196.24,web
871,1282,2024-06-04,livrée,950.78,web
872,3210,2021-04-29,expédiée,731.23,web
873,2293,2024-12-12,expédiée,973.67,mobile
874,1567,2023-08-15,échouée,1772.98,web
875,1740,2019-03-27,expédiée,1448.37,web
876,3128,2024-11-10,expédiée,32.41,mobile
877,1231,2022-07-24,expédiée,1951.2,web
878,554,2021-03-29,expédiée,350.23,web
879,2548,2024-07-26,en cours,452.69,web
880,3855,2024-04-04,échouée,609.63,web
881,1975,2023-10-27,en cours,853.27,web
882,262,2021-06-05,expédiée,596.51,web
883,2023,2020-10-21,en cours,944.06,mobile
884,14,2019-05-16,échouée,1096.72,mobile
885,4867,2023-10-01,expédiée,1721.05,web
886,4229,2020-05-22,en cours,1361.49,web
887,2853,2020-12-31,livrée,1311.78,web
888,930,2020-09-23,expédiée,1909.86,web
889,4717,2021-11-12,en cours,1805.68,mobile
890,3903,2025-01-08,expédiée,1590.37,web
891,299,2022-11-30,livrée,1734.56,web
892,2644,2020-09-21,expédiée,759.76,mobile
893,34,2025-01-26,expédiée,79.73,mobile
894,2138,2024-03-24,en cours,1111.19,web
895,1608,2022-09-18,expédiée,813.33,web
896,558,2025-06-26,expédiée,1284.38,web
897,3118,2025-08-16,échouée,519.3,mobile
898,4226,2024-11-12,échouée,1255.88,mobile
899,589,2019-04-26,en cours,1063.68,web
900,3030,2021-04-22,expédiée,1679.52,web
901,1674,2023-02-24,livrée,1301.7,mobile
902,1740,2024-10-30,expédiée,230.85,mobile
903,5765,2021-11-09,échouée,849.31,mobile
904,5692,2019-10-06,en cours,906.72,web
905,3518,2023-10-10,expédiée,1214.24,web
906,1083,2022-03-18,en cours,217.5,web
907,3629,2023-08-19,échouée,22.86,mobile
908,5642,2019-03-06,livrée,1799.56,web
909,406,2023-01-13,expédiée,1169.67,mobile
910,3115,2019-01-07,expédiée,1298.4,mobile
911,5139,2024-12-27,livrée,522.53,web
912,4848,2025-06-16,en cours,709.62,mobile
913,72,2023-11-25,en cours,384.36,web
914,1731,2019-07-03,livrée,651.63,mobile
915,119,2019-08-15,en cours,752.7,web
916,1738,2025-04-26,expédiée,1798.95,mobile
917,2414,2019-04-20,échouée,1012.45,mobile
918,1504,2020-11-04,en cours,103.9,web
919,2467,2021-10-26,en cours,1890.68,mobile
920,3118,2023-03-31,livrée,949.68,web
921,2018,2025-08-17,livrée,1663.58,mobile
922,3272,2022-05-19,expédiée,718.78,mobile
923,3853,2024-08-19,en cours,1285.18,web
924,4118,2022-02-28,en cours,1538.29,web
925,5086,2020-11-03,échouée,1191.07,mobile
926,2640,2019-11-02,échouée,1004.48,web
927,5796,2019-09-26,livrée,1708.14,web
928,3117,2023-06-13,expédiée,1351.66,mobile
929,5909,2023-11-08,en cours,607.7,mobile
930,390,2019-06-07,livrée,913.84,mobile
931,998,2021-04-02,livrée,429.66,web
932,2153,2025-01-10,expédiée,294.17,web
933,4992,2023-12-11,expédiée,953.56,web
934,2645,2022-03-27,en cours,1082.04,web
935,3861,2022-11-13,en cours,59.25,web
936,5092,2024-04-20,en cours,1147.73,web
937,5073,2024-12-18,livrée,867.88,mobile
938,4340,2020-12-11,expédiée,862.77,mobile
939,13,2025-03-29,échouée,1825.42,web
940,651,2024-04-27,en cours,449.82,web
941,4252,2021-11-13,échouée,1576.54,mobile
942,4708,2025-03-19,échouée,1273.43,mobile
943,947,2023-10-28,livrée,1690.38,web
944,1239,2023-10-11,en cours,832.75,web
945,4942,2023-09-26,livrée,1782.37,mobile
946,2514,2025-08-17,en cours,794.05,web
947,5535,2019-02-20,en cours,1232.34,mobile
948,3832,2019-12-08,échouée,92.13,web
949,5165,2025-08-15,échouée,1864.14,mobile
950,5463,2021-09-15,en cours,71.14,web
951,1211,2025-07-28,en cours,263.13,web
952,2069,2023-04-06,échouée,566.73,mobile
953,1420,2021-10-02,livrée,1015.82,web
954,4770,2022-03-09,expédiée,1770.02,web
955,3784,2020-02-21,échouée,768.37,web
956,2371,2025-06-01,échouée,1771.51,mobile
957,5790,2019-06-15,échouée,987.89,mobile
958,4093,2019-09-20,en cours,1521.46,mobile
959,2521,2019-06-21,échouée,99.41,mobile
960,4932,2024-02-13,échouée,1877.55,mobile
961,4246,2023-02-07,livrée,1693.77,mobile
962,2423,2025-09-28,échouée,1735.53,mobile
963,2155,2024-03-08,en cours,1680.08,web
964,4165,2020-01-21,livrée,164.25,mobile
965,2895,2020-01-12,en cours,1531.59,mobile
966,4123,2019-10-11,expédiée,1233.77,web
967,5402,2021-06-14,expédiée,1501.68,mobile
968,4030,2020-09-18,expédiée,338.88,mobile
969,3885,2019-09-20,expédiée,1959.93,mobile
970,570,2021-07-03,livrée,1147.34,mobile
971,302,2022-11-17,expédiée,359.67,mobile
972,1438,2024-02-17,livrée,1118.83,web
973,1146,2022-03-02,échouée,1232.38,web
974,3150,2023-10-18,expédiée,1933.41,web
975,219,2024-10-29,expédiée,620.75,mobile
976,1866,2024-05-20,expédiée,155.29,web
977,86,2025-10-21,livrée,1686.07,web
978,1425,2021-02-05,en cours,398.97,mobile
979,4222,2020-04-19,échouée,307.33,web
980,3687,2023-05-25,livrée,55.05,web
981,5953,2019-08-17,en cours,1929.53,web
982,2436,2020-08-10,échouée,1547.96,mobile
983,4946,2023-01-30,en cours,352.14,web
984,1108,2022-11-09,échouée,642.47,mobile
985,78,2020-09-03,échouée,1430.77,mobile
986,1917,2019-12-02,livrée,918.38,mobile
987,1969,2019-05-28,en cours,1274.0,web
988,1082,2023-09-26,en cours,580.37,mobile
989,1442,2024-01-05,échouée,1168.07,web
990,4786,2024-10-14,livrée,1543.32,web
991,1825,2021-11-04,livrée,182.84,mobile
992,4457,2020-04-30,livrée,1411.36,web
993,4605,2021-09-13,échouée,311.91,web
994,4071,2020-12-26,échouée,1055.07,mobile
995,1820,2019-03-31,livrée,201.46,web
996,1500,2024-06-12,expédiée,1427.22,mobile
997,4323,2023-10-10,en cours,1300.9,web
998,2621,2021-07-08,livrée,62.16,web
999,6,2025-07-01,expédiée,989.53,mobile
1000,5692,2022-09-12,expédiée,88.1,web
1001,4249,2024-05-22,livrée,803.17,web
1002,1767,2025-11-06,expédiée,22.45,mobile
1003,4465,2021-07-24,livrée,585.37,web
1004,2409,2023-03-24,expédiée,70.96,web
1005,5494,2025-05-07,expédiée,317.01,web
1006,1021,2019-10-26,livrée,179.4,web
1007,4202,2023-01-11,expédiée,1119.7,mobile
1008,5660,2024-10-26,en cours,1276.89,web
1009,4585,2020-02-05,en cours,486.53,mobile
1010,5388,2023-04-26,échouée,614.78,mobile
1011,5468,2023-07-17,livrée,1959.22,web
1012,336,2021-10-24,échouée,249.26,mobile
1013,3032,2024-05-04,expédiée,252.24,mobile
1014,4931,2023-06-27,livrée,1676.79,web
1015,4367,2019-11-12,expédiée,97.42,web
1016,1921,2023-10-31,échouée,1394.28,web
1017,5401,2024-07-07,expédiée,1000.78,web
1018,4860,2020-11-01,échouée,1643.93,web
1019,5215,2020-07-25,expédiée,1997.38,mobile
1020,3358,2023-05-27,échouée,1074.44,mobile
1021,1857,2020-03-23,échouée,1892.9,mobile
1022,3314,2019-01-03,expédiée,380.15,mobile
1023,5472,2022-07-01,échouée,1283.65,web
1024,1751,2025-01-01,échouée,220.5,web
1025,2050,2022-09-13,livrée,1435.53,web
1026,2694,2023-02-07,livrée,535.41,mobile
1027,3059,2022-01-08,en cours,1737.96,mobile
1028,5445,2023-07-09,livrée,450.99,web
1029,2305,2024-02-22,en cours,936.16,web
1030,823,2021-03-10,en cours,1058.07,web
1031,1833,2020-02-22,livrée,166.38,mobile
1032,3737,2021-08-11,en cours,329.75,mobile
1033,3925,2024-02-09,en cours,1662.0,web
1034,4185,2021-01-22,livrée,266.4,web
1035,1009,2023-06-24,expédiée,472.92,mobile
1036,2451,2020-02-08,livrée,1138.57,web
1037,3417,2023-03-18,échouée,1171.82,mobile
1038,1194,2022-08-19,livrée,396.13,web
1039,2441,2022-01-25,échouée,543.67,mobile
1040,5673,2019-11-17,expédiée,854.34,web
1041,945,2023-03-31,en cours,244.99,mobile
1042,3759,2020-11-27,livrée,1637.35,web
1043,3140,2024-06-26,livrée,1892.64,mobile
1044,4447,2025-11-24,livrée,469.1,mobile
1045,541,2020-09-15,échouée,1841.84,web
1046,382,2019-08-26,échouée,483.15,mobile
1047,3989,2024-11-26,livrée,883.97,web
1048,1926,2023-10-02,échouée,882.08,web
1049,1918,2024-07-31,livrée,581.16,mobile
1050,2147,2024-09-01,expédiée,788.07,web
1051,747,2025-01-06,en cours,100.74,mobile
1052,2838,2021-07-12,expédiée,197.65,mobile
1053,1526,2022-12-18,livrée,1239.32,web
1054,2315,2025-03-14,livrée,612.92,web
1055,1895,2024-01-25,en cours,782.08,mobile
1056,5523,2023-06-25,expédiée,196.99,web
1057,4256,2023-02-25,livrée,1691.05,web
1058,5105,2025-05-12,en cours,50.88,mobile
1059,3395,2020-12-08,en cours,1917.85,mobile
1060,2647,2019-05-07,expédiée,1238.88,web
1061,5314,2023-03-02,en cours,1197.0,web
1062,3387,2022-05-26,expédiée,814.6,mobile
1063,4383,2019-05-24,livrée,1880.53,web
1064,1390,2023-10-12,en cours,1026.15,mobile
1065,4779,2020-09-17,échouée,1793.87,mobile
